Age,Gender,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges
76,1,62,22.24,2,2,1423.12
54,1,40,82.4,0,2,3320.54
67,1,26,57.96,0,2,1543.16
78,0,13,49.14,0,3,625.01
44,1,3,66.64,0,1,185.56
46,0,65,145.6,0,3,9484.23
49,1,41,72.21,1,0,2953.31
47,0,1,80.35,0,2,84.43
28,0,37,143.83,1,2,5358.24
39,0,45,84.0,0,3,3742.99
67,0,34,32.77,0,2,1120.37
56,0,8,33.21,0,3,273.57
30,1,27,132.67,1,2,3565.7
57,1,22,38.19,0,3,879.89
25,1,28,46.8,0,3,1295.05
51,0,43,18.78,2,2,784.54
47,1,34,113.08,0,3,3929.58
29,1,13,93.29,0,1,1207.36
61,0,14,25.49,0,3,413.47
51,0,43,144.79,0,3,6262.54
57,1,18,98.1,0,2,1717.52
72,0,19,36.78,1,3,663.33
22,1,11,70.53,1,0,798.68
64,0,34,31.71,1,3,1072.03
52,0,9,148.83,1,3,1351.25
65,0,29,58.96,1,2,1669.31
49,2,56,123.24,1,0,6882.86
23,1,46,17.07,1,0,830.08
80,1,1,10.67,0,3,16.81
59,1,31,129.43,0,0,4054.75
77,2,3,16.86,0,2,62.56
38,0,12,73.65,0,0,912.67
38,1,32,35.88,0,0,1163.11
55,1,27,47.49,1,0,1246.27
25,0,8,140.82,0,1,1054.37
43,1,72,84.56,2,1,6126.06
59,0,16,54.16,0,2,898.83
37,0,10,46.6,2,3,490.01
57,1,3,42.65,2,2,141.75
20,0,51,49.86,0,3,2526.82
30,0,17,100.73,2,2,1772.24
28,2,64,146.81,1,2,9404.27
48,0,30,50.62,1,3,1519.19
27,0,37,123.86,1,3,4692.48
52,1,4,19.6,1,3,94.7
78,0,64,120.35,1,2,7619.26
20,0,5,39.75,2,3,219.84
34,1,22,43.68,2,1,984.33
53,0,42,98.53,0,1,4181.49
60,0,44,133.55,1,1,5916.45
50,0,41,56.26,0,2,2355.25
68,0,56,129.48,0,2,7296.52
69,1,30,122.71,0,2,3671.15
62,1,53,125.38,2,0,6734.3
70,0,1,32.42,0,0,124.13
73,0,52,27.49,0,3,1416.54
28,0,47,67.7,0,2,3173.23
78,0,1,12.87,0,2,0.0
18,1,53,46.62,0,3,2435.66
61,1,63,122.71,2,2,7830.77
71,2,45,97.06,0,2,4432.12
74,0,18,125.03,1,0,2231.75
72,0,28,42.21,0,3,1153.92
63,0,37,25.49,0,2,1016.81
68,0,66,143.44,0,3,9421.8
54,0,51,101.14,1,1,5164.7
43,1,39,14.64,1,1,726.65
24,0,68,101.92,2,3,6959.74
76,0,20,36.53,1,1,686.35
42,0,12,118.14,2,1,1380.48
48,1,32,24.4,0,1,736.42
67,0,26,87.07,1,3,2210.48
46,0,34,59.25,0,0,1984.27
52,0,54,110.67,0,3,5981.55
35,0,8,37.3,0,3,318.89
75,0,22,80.92,1,1,1710.1
41,2,21,114.77,1,2,2406.53
71,0,23,137.35,0,2,3112.99
52,1,33,140.76,0,1,4688.0
23,1,5,100.03,0,2,505.53
65,0,64,115.95,1,3,7496.47
27,0,6,133.13,1,3,761.77
61,1,2,131.38,0,2,221.23
43,1,45,97.38,1,1,4353.28
43,1,18,119.67,1,3,2086.43
20,1,21,79.69,0,0,1715.61
55,0,52,18.27,0,2,987.89
52,0,12,82.42,1,1,1005.49
27,0,48,147.08,0,0,7051.83
78,0,66,22.06,0,2,1546.98
33,1,46,76.52,0,2,3491.09
29,1,29,49.95,0,2,1394.36
36,1,7,74.82,2,2,480.02
21,1,15,16.09,1,0,319.63
19,0,1,124.05,0,3,92.53
77,0,54,83.72,0,0,4506.55
75,0,21,25.82,0,0,567.85
31,1,24,49.08,0,3,1094.99
75,1,53,18.61,1,2,937.24
23,1,14,90.08,1,0,1217.41
56,1,42,105.37,1,2,4450.56
65,0,38,65.65,0,2,2543.31
64,1,50,90.52,0,3,4499.23
21,0,49,76.41,1,0,3743.62
62,1,29,35.31,0,1,1034.38
30,0,41,149.5,0,1,6078.27
78,0,33,122.72,0,3,4025.83
28,1,71,61.54,2,0,4345.99
24,0,22,135.67,2,2,2991.31
80,1,69,84.04,1,3,5769.94
46,0,33,119.88,1,1,3981.52
44,1,69,49.51,0,2,3441.58
55,0,37,51.28,2,2,1906.46
29,1,66,69.57,0,1,4606.43
63,1,13,94.77,2,1,1126.43
64,0,64,34.05,1,3,2220.58
56,1,38,50.27,0,0,1981.67
26,0,38,93.7,0,3,3447.7
79,1,34,44.28,0,0,1498.6
74,0,23,141.06,0,3,3302.58
21,0,34,46.6,0,0,1578.09
38,1,32,131.51,1,1,4210.52
31,0,16,97.65,0,3,1548.79
60,1,37,23.57,0,2,819.84
70,1,30,72.75,0,2,2107.7
39,1,45,43.81,0,2,1942.15
59,1,44,146.24,2,0,6374.82
46,2,50,35.18,0,0,1786.02
37,0,67,21.44,1,0,1440.9
31,1,46,34.19,1,3,1519.58
47,1,51,75.73,1,1,3841.86
28,0,25,29.34,0,1,738.58
20,0,4,90.61,2,3,376.96
76,1,6,145.73,0,2,812.9
60,0,58,46.04,2,3,2625.63
68,0,22,74.18,1,0,1656.8
36,0,70,59.08,2,0,4074.6
77,1,1,38.0,1,2,77.54
54,0,17,93.59,0,1,1508.33
76,0,32,38.94,0,0,1293.73
34,1,9,145.73,0,1,1290.68
41,0,8,106.93,1,2,851.11
80,1,21,91.97,1,0,1976.48
19,1,44,80.63,2,1,3576.61
22,0,71,123.88,0,1,8818.25
68,0,63,125.88,1,3,7856.28
30,0,32,82.91,0,0,2603.8
59,1,70,121.42,2,0,8538.17
74,0,12,37.61,1,1,426.21
78,1,64,122.36,2,2,7891.54
56,1,62,96.72,0,3,5991.51
79,0,5,121.87,0,1,673.57
26,0,23,88.53,1,3,1968.46
74,0,65,104.19,1,2,6681.85
71,2,50,107.31,0,3,5357.06
68,0,55,135.53,2,3,7455.39
72,0,20,96.51,1,2,1961.52
75,1,69,148.56,2,0,10276.77
61,1,11,69.58,0,3,820.5
32,1,34,31.85,0,1,1060.27
71,1,15,41.26,0,2,565.49
44,0,61,101.45,0,2,6149.54
54,1,31,23.57,2,3,773.77
19,0,34,113.92,0,3,3927.32
24,2,45,88.83,1,3,3989.72
38,0,71,127.07,0,0,8993.9
72,1,41,139.84,0,0,5725.08
48,1,68,30.03,1,0,1959.99
34,1,18,148.89,2,2,2645.2
64,1,33,34.91,2,0,1080.42
39,0,37,103.67,0,0,3822.54
30,0,29,95.12,0,2,2805.72
67,1,62,72.74,0,2,4561.53
29,2,57,12.99,0,1,668.62
36,0,41,12.9,2,2,509.83
54,0,25,39.8,0,1,919.47
20,0,2,16.47,2,0,0.0
75,0,64,90.42,1,3,5773.57
25,0,36,89.98,0,1,3267.84
67,0,4,33.46,0,0,196.92
58,0,63,83.06,0,0,5165.21
62,1,64,46.15,0,0,2874.48
54,0,10,118.32,0,2,1194.21
44,0,23,72.59,1,2,1634.72
69,0,12,133.97,0,2,1660.01
43,1,67,33.95,0,0,2217.89
36,0,45,24.61,0,2,1174.68
34,1,37,50.62,0,2,1937.17
71,1,66,54.06,1,3,3556.98
43,1,22,25.83,0,3,494.66
51,0,32,14.82,2,1,472.73
76,1,59,31.32,1,3,1908.24
26,1,23,100.51,0,1,2441.56
70,0,32,84.99,0,0,2686.58
71,1,51,106.52,1,0,5388.14
66,0,37,75.4,0,2,2852.51
54,0,22,34.4,0,1,692.49
47,1,63,61.16,2,0,3858.3
64,1,6,45.12,1,3,253.36
18,1,17,134.66,2,3,2302.17
47,1,43,135.43,0,0,5818.85
70,0,64,89.23,0,2,5720.78
20,0,29,81.21,2,0,2434.53
59,1,24,134.53,0,2,3223.72
75,0,37,97.2,0,0,3586.22
33,2,24,80.24,1,1,1852.85
32,1,45,148.31,1,0,6691.42
41,2,29,98.34,2,2,2839.32
70,0,49,101.89,0,2,4945.13
38,1,40,80.12,2,0,3201.77
22,1,65,147.43,0,2,9646.0
78,1,53,45.8,1,0,2441.73
72,0,71,52.63,0,0,3777.09
68,0,30,56.21,0,2,1742.24
39,1,59,93.86,0,2,5580.82
29,0,44,132.5,0,0,5782.49
50,0,42,23.52,2,2,960.31
34,1,72,91.04,2,3,6498.11
75,1,32,146.02,1,2,4690.43
25,0,66,117.24,1,2,7711.19
24,0,43,104.39,0,3,4489.14
59,0,22,78.64,0,1,1781.25
28,1,16,12.06,1,2,206.75
29,0,6,65.67,1,3,366.41
38,1,6,37.0,0,3,253.0
19,1,8,85.39,1,1,679.62
68,1,42,144.37,0,2,5993.34
61,0,28,147.57,0,2,4272.02
56,1,26,98.45,0,1,2511.54
28,0,42,98.47,2,2,4119.07
64,0,70,103.1,1,2,7259.61
75,0,52,43.07,0,3,2254.16
80,0,36,37.27,0,0,1314.78
34,1,59,149.33,2,1,8741.88
27,1,5,62.39,0,0,328.72
30,1,8,100.07,0,2,802.03
39,1,28,11.32,0,2,352.13
64,0,23,76.21,2,2,1779.55
64,1,63,136.91,0,1,8670.41
47,1,47,21.06,1,3,939.06
42,1,64,136.68,2,0,8788.98
44,1,66,42.39,2,3,2821.65
30,1,56,99.64,1,3,5516.55
20,1,5,122.63,0,1,672.35
61,1,13,16.93,2,0,293.14
57,1,66,111.03,2,2,7423.06
70,0,52,78.25,1,3,4050.98
74,1,49,32.48,0,3,1618.52
52,1,30,57.13,2,3,1712.91
59,0,41,120.22,2,3,4906.13
65,0,60,105.93,0,1,6370.56
35,1,6,14.66,2,2,82.8
47,0,50,48.48,0,3,2375.72
80,1,49,89.32,0,1,4368.22
25,1,31,99.71,2,0,3075.04
21,0,7,142.85,1,2,1039.35
43,0,34,25.67,0,1,824.15
59,1,47,62.99,2,0,3006.5
22,1,34,65.97,1,2,2299.79
49,1,70,32.99,1,1,2350.36
37,2,3,107.24,0,2,384.89
79,0,59,50.9,0,2,2908.57
61,0,23,18.56,0,1,438.29
46,0,61,116.22,0,0,7084.18
19,1,51,45.41,2,1,2294.66
52,1,37,35.99,0,2,1295.96
24,0,56,130.33,0,2,7283.21
30,0,49,132.41,1,2,6439.59
65,0,1,11.44,2,1,0.0
23,0,45,24.66,1,2,1112.87
53,0,47,62.21,0,0,2920.39
64,0,29,92.46,1,1,2670.34
35,1,56,99.87,0,1,5603.38
32,1,47,50.53,0,3,2350.11
42,1,17,113.42,0,0,1833.98
56,1,20,129.26,1,0,2534.35
40,1,37,27.71,0,2,927.61
24,1,59,97.14,1,3,5742.14
38,0,27,78.4,0,1,2122.92
21,1,28,83.92,0,3,2494.28
26,0,19,121.93,1,2,2402.04
21,0,58,119.8,1,2,6903.6
69,1,4,116.64,0,2,452.39
72,1,14,67.75,0,0,950.26
36,0,8,49.92,1,2,340.07
68,1,63,143.46,1,2,9109.87
74,1,33,99.51,2,0,3312.56
35,0,25,129.14,0,3,3234.47
68,1,39,61.45,0,2,2348.64
62,0,64,21.29,1,3,1328.81
41,1,30,82.21,0,1,2538.51
39,0,67,46.11,1,2,3144.87
20,0,12,65.7,2,1,751.48
37,1,67,26.97,0,2,1780.47
24,0,3,61.96,0,3,159.59
44,1,13,137.59,0,3,1812.94
19,1,49,29.65,1,3,1430.69
38,1,68,51.79,1,3,3577.39
76,0,35,130.53,0,0,4504.43
35,0,41,13.13,1,3,566.57
52,1,63,16.37,0,1,1011.38
32,0,59,119.85,1,2,7087.55
44,0,42,69.17,1,1,2900.79
38,1,2,11.29,1,3,0.0
78,0,6,140.46,0,3,778.86
39,0,3,25.93,2,0,20.02
51,0,16,136.52,1,0,2209.74
50,0,22,55.51,2,0,1170.44
60,1,68,45.81,0,3,3100.63
20,1,27,44.76,0,1,1269.2
40,0,48,103.13,0,2,5016.37
43,0,23,121.26,0,0,2789.38
45,2,1,117.3,0,2,102.15
71,1,38,63.22,0,3,2408.47
36,1,40,17.75,1,2,634.82
64,1,32,43.17,0,0,1262.29
26,1,65,127.08,0,2,8200.95
51,0,72,90.36,1,0,6488.15
23,0,48,64.54,0,2,3073.06
34,2,42,107.05,1,3,4525.28
45,1,2,145.93,2,1,275.84
19,1,61,112.87,1,0,6877.22
27,0,26,22.29,1,1,585.18
56,0,33,63.21,0,2,2103.02
46,1,9,124.6,0,2,1097.51
57,2,53,126.79,0,2,6712.16
45,0,48,37.72,1,3,1880.21
58,1,29,42.85,1,2,1225.54
38,1,6,64.38,2,1,341.17
37,0,59,44.44,2,1,2612.17
25,2,16,92.47,0,3,1396.1
42,1,41,35.29,2,2,1361.66
52,1,71,47.21,2,1,3456.52
74,0,19,49.57,0,1,927.92
66,0,18,122.32,0,3,2224.4
18,1,22,12.39,2,2,282.26
48,0,57,18.19,0,0,999.9
23,2,54,82.51,0,3,4459.76
52,0,31,88.63,2,1,2765.69
29,1,22,10.76,2,1,158.74
39,1,47,55.64,0,0,2667.33
80,1,30,16.94,1,2,514.16
33,1,33,82.26,0,1,2718.94
72,0,66,19.84,1,1,1298.47
41,1,43,141.27,1,0,6055.44
38,1,67,91.41,0,0,6061.76
26,0,19,83.72,0,1,1700.8
47,0,52,74.43,2,0,3886.23
65,1,5,118.53,2,2,549.28
21,1,47,148.52,0,1,7026.79
54,0,1,104.81,0,2,71.92
32,0,19,142.38,1,0,2710.15
71,0,22,58.45,1,3,1247.87
38,0,67,22.53,1,2,1408.44
36,0,34,28.08,0,1,942.55
30,0,44,101.81,0,2,4422.79
59,0,52,59.12,0,3,3089.13
48,0,12,24.25,2,0,207.82
69,0,56,67.92,0,3,3784.43
29,0,37,126.93,0,2,4656.2
61,1,32,114.39,2,0,3722.74
68,0,14,64.22,0,1,888.28
77,1,66,61.67,2,0,4160.94
40,0,58,26.03,1,2,1456.46
76,1,36,11.57,0,3,386.0
50,0,46,141.1,0,3,6464.55
54,1,53,30.34,2,0,1670.63
78,1,42,122.32,1,2,5125.78
29,0,37,86.64,0,2,3187.95
35,1,48,143.07,0,2,6867.57
19,0,39,70.01,2,3,2638.68
25,0,11,76.56,0,1,811.71
47,1,18,72.71,2,0,1294.01
49,0,58,103.35,1,2,5938.98
58,0,21,134.46,2,0,2762.55
28,0,70,72.2,0,2,5072.22
56,0,17,107.81,0,1,1772.3
63,0,14,20.17,0,0,337.31
25,1,33,26.37,1,0,914.0
22,1,17,18.68,1,2,473.69
67,1,35,105.05,1,3,3635.38
56,0,43,140.72,0,3,6038.85
66,0,1,90.54,1,2,190.07
57,0,59,10.73,2,1,626.99
31,1,9,105.25,0,2,989.65
51,0,41,86.49,1,3,3524.93
78,1,1,48.02,0,3,86.55
73,0,72,132.13,0,1,9506.45
62,1,29,109.97,0,3,3164.93
30,0,63,45.28,0,3,2856.72
73,1,6,66.04,0,1,408.28
47,1,28,31.15,1,2,773.17
18,1,68,74.3,0,3,5114.0
29,0,29,112.42,1,2,3185.2
22,1,10,88.78,0,2,944.97
64,2,31,20.22,1,1,608.23
35,0,11,76.47,1,3,821.94
64,0,19,66.81,2,2,1336.9
23,0,7,11.56,1,3,119.87
77,0,43,20.92,0,3,901.22
58,1,55,132.26,1,0,7316.39
32,1,43,12.13,0,0,532.45
72,0,27,37.3,0,2,990.5
18,0,57,57.08,0,2,3318.49
19,1,4,57.81,0,2,197.91
58,1,50,29.34,0,3,1422.85
59,0,7,54.6,2,1,436.84
54,0,55,44.31,2,0,2412.94
24,0,9,105.55,1,0,889.09
26,0,57,15.34,2,0,940.16
19,1,46,28.18,0,1,1413.31
66,1,28,133.03,0,2,3652.52
50,1,12,18.48,0,1,290.3
61,1,65,42.84,2,2,2768.51
70,0,65,139.81,2,2,9128.76
36,1,24,61.91,2,1,1466.97
33,1,55,35.98,0,3,1983.52
68,1,12,130.38,0,0,1567.69
45,0,14,23.57,2,3,258.82
30,1,68,35.92,1,1,2462.76
50,0,7,25.39,1,1,165.45
59,1,36,26.03,0,2,959.1
32,1,7,92.05,0,1,637.98
44,1,12,69.85,1,3,802.97
39,0,46,121.23,0,0,5579.33
22,1,20,13.46,0,3,282.12
45,1,49,149.85,0,2,7398.85
46,1,50,27.91,1,3,1393.3
63,0,52,92.1,1,2,4736.26
65,1,62,56.23,0,1,3470.37
22,0,4,90.96,0,2,443.74
34,1,3,63.6,1,1,176.91
64,1,27,85.61,0,2,2340.78
34,1,4,87.42,1,0,366.65
53,0,44,104.45,2,2,4658.04
72,1,41,60.47,2,3,2435.04
74,0,46,70.96,2,2,3210.62
28,0,61,59.33,0,0,3611.69
29,0,42,12.32,0,0,449.79
33,1,59,94.62,0,0,5581.77
62,1,37,54.78,0,0,2026.83
67,1,17,14.12,0,3,318.97
56,0,64,25.28,1,2,1553.13
35,1,14,39.67,1,2,605.52
56,0,60,108.83,0,3,6493.81
61,1,13,128.69,1,0,1643.62
61,0,35,17.17,0,0,621.26
40,0,60,61.51,0,1,3650.65
38,0,51,71.5,1,1,3604.16
61,0,27,73.66,0,3,1969.7
38,1,2,78.49,1,0,171.12
30,1,11,23.44,1,3,190.02
64,1,72,52.46,2,2,3716.74
31,1,12,67.79,0,3,794.43
27,0,66,56.08,0,0,3816.53
22,2,68,120.21,0,0,8223.33
40,1,14,22.87,0,1,371.19
73,0,55,52.41,2,3,2863.15
60,0,61,74.24,2,2,4619.2
45,0,37,73.11,0,2,2728.84
25,1,66,100.82,0,1,6687.84
22,0,64,45.45,0,3,2997.43
79,1,63,93.31,0,1,5895.44
69,1,67,146.17,0,2,9766.63
80,1,45,112.41,1,0,5080.61
46,1,17,142.11,0,3,2391.95
22,0,24,106.92,2,3,2577.9
25,1,8,55.86,2,0,413.77
25,0,17,13.87,0,2,217.42
46,2,5,73.33,0,1,446.0
44,0,4,125.09,0,3,587.46
37,0,17,75.51,0,2,1338.85
77,1,57,32.7,0,3,1877.88
23,1,19,62.34,0,0,1251.79
34,0,27,132.26,0,2,3636.58
51,0,36,26.17,0,3,987.36
29,1,58,36.58,0,2,2042.81
32,0,39,64.18,0,0,2520.68
51,0,42,31.56,0,3,1282.07
19,0,59,133.43,2,1,7916.04
30,0,23,93.68,0,1,2190.64
53,0,23,112.02,2,3,2470.73
21,0,45,72.87,2,0,3321.41
54,0,19,128.86,0,1,2480.88
30,0,15,118.74,2,2,1751.97
77,0,72,92.43,0,2,6672.19
68,1,69,144.71,0,2,10002.15
32,1,47,67.57,0,3,3196.43
68,1,34,66.92,0,2,2300.51
45,0,23,90.35,0,2,2061.38
53,0,27,71.78,2,2,1919.28
59,0,10,84.27,1,0,806.21
37,1,64,34.36,0,2,2193.97
65,1,31,47.22,0,3,1494.3
45,0,27,70.0,1,2,1883.18
54,1,57,142.69,0,3,8081.66
39,0,28,94.68,0,3,2614.12
53,1,14,55.53,0,2,741.1
78,1,54,44.06,2,3,2421.91
79,0,39,84.62,0,0,3310.97
44,0,24,118.6,0,0,2875.67
24,0,20,80.46,0,2,1576.99
54,1,50,130.51,2,0,6564.61
70,1,37,148.53,0,2,5412.16
78,0,71,111.93,0,1,7936.81
65,1,53,34.57,1,3,1852.52
49,1,36,138.12,0,0,5038.41
78,1,34,57.98,0,3,1926.21
31,0,42,70.25,0,3,2884.17
40,1,65,96.69,2,2,6355.53
30,1,31,57.87,2,2,1806.97
79,1,32,51.83,0,0,1659.21
42,1,20,149.91,0,2,3008.83
46,0,15,42.77,2,2,624.16
18,0,69,143.23,0,3,9874.7
58,0,49,139.14,1,2,6889.36
43,0,48,143.56,0,2,6921.78
32,0,68,110.17,1,1,7519.24
57,1,39,23.95,1,0,1028.97
20,1,10,56.76,0,1,542.74
22,0,69,100.08,0,1,6829.91
52,1,37,11.4,0,1,422.52
28,0,45,106.36,0,2,4782.15
35,1,22,130.73,0,3,2823.0
49,1,61,25.34,0,3,1497.05
64,0,5,44.51,0,2,179.2
73,1,33,24.98,0,0,815.32
39,0,19,146.66,2,1,2744.49
73,0,23,34.61,0,1,776.05
33,0,38,83.57,2,2,3105.52
38,0,52,83.29,0,1,4286.09
28,0,49,125.15,0,1,6121.8
50,0,21,18.85,2,2,371.79
47,0,41,139.57,0,2,5729.63
67,0,2,45.55,2,2,112.14
35,2,3,45.97,0,3,172.18
38,1,62,20.0,0,2,1273.78
59,1,65,72.71,0,0,4754.1
43,0,34,10.12,0,3,305.83
37,0,13,85.48,0,0,1152.71
55,0,52,79.0,0,2,4110.73
18,0,23,80.45,1,2,1883.39
26,0,9,26.47,1,1,227.27
50,1,65,52.94,1,1,3374.54
20,0,56,33.9,1,3,1846.24
19,1,19,35.43,0,2,740.2
49,1,48,96.35,0,1,4638.72
33,1,49,92.99,1,0,4548.39
72,1,20,106.27,2,3,2158.37
75,1,54,41.64,1,2,2193.11
37,0,29,95.67,0,2,2842.82
53,2,27,136.14,2,2,3704.31
41,1,11,31.05,0,1,289.76
22,1,29,13.21,2,0,402.3
72,0,59,89.8,2,3,5252.52
71,1,39,75.74,0,2,2945.71
36,1,22,90.27,1,2,1974.58
75,0,58,139.52,0,3,8073.58
49,2,44,81.21,0,0,3564.37
71,1,48,20.84,1,2,1089.95
74,1,36,111.0,1,1,3985.69
78,0,64,106.98,0,1,6786.23
50,1,12,63.71,0,1,773.13
64,0,52,45.5,0,3,2414.65
45,1,30,44.18,0,2,1390.89
26,1,54,37.54,1,1,2039.68
35,0,44,115.77,0,3,5109.95
57,1,63,76.29,0,3,4857.81
49,2,20,111.71,0,3,2262.4
53,0,41,87.56,0,3,3653.06
34,1,47,55.35,0,0,2672.57
57,1,52,26.59,1,2,1366.44
24,1,60,148.54,0,0,8824.7
70,1,9,53.97,0,2,552.57
48,1,71,29.37,0,2,2104.81
35,1,39,97.23,0,3,3849.16
53,0,26,38.83,1,1,945.88
70,0,35,69.18,2,1,2388.29
66,1,4,47.72,0,0,210.52
53,1,28,135.7,0,3,3783.13
44,1,31,73.71,0,2,2338.25
61,0,35,32.85,1,2,1173.96
32,0,26,102.28,1,0,2734.21
73,0,69,131.36,0,1,9053.73
53,1,53,64.16,0,1,3375.69
33,0,43,80.01,1,2,3507.95
36,1,28,113.63,1,2,3155.99
45,0,11,74.06,0,0,846.82
33,1,66,57.98,1,1,3816.97
24,0,8,36.0,1,3,304.34
18,1,54,29.92,0,0,1632.57
18,0,58,86.61,0,2,5007.47
50,0,35,72.9,0,3,2489.91
22,1,40,117.39,2,3,4721.61
28,2,67,13.6,1,3,920.36
59,1,42,32.87,0,2,1335.86
41,1,41,43.75,2,3,1741.11
22,0,66,120.28,1,0,7852.6
28,0,22,33.24,1,0,654.33
42,1,59,93.21,0,1,5470.22
38,0,19,83.72,1,3,1558.64
71,0,5,137.25,2,1,764.72
18,1,30,22.87,0,0,655.13
36,1,23,43.89,2,3,1005.43
40,0,57,132.94,0,2,7582.65
66,0,40,130.62,1,3,5291.91
25,1,57,87.91,0,2,5014.82
60,0,50,75.21,1,0,3787.42
36,1,34,46.63,0,1,1612.39
69,0,66,31.06,0,1,2081.67
74,1,34,98.91,0,1,3401.0
24,1,39,19.91,0,2,751.57
18,1,2,96.71,0,3,263.7
21,1,37,119.5,0,0,4325.21
27,1,2,87.08,1,3,109.35
26,1,54,53.76,0,0,2933.35
47,0,59,84.7,2,1,4974.74
66,1,50,55.29,0,0,2811.43
29,0,5,112.33,1,2,519.93
74,0,69,75.21,1,0,5099.71
27,0,22,11.73,1,1,210.89
57,1,15,75.1,0,2,1134.01
48,0,27,62.44,0,2,1682.8
53,1,2,84.66,0,3,262.72
57,1,28,17.73,0,0,527.65
56,1,11,87.97,0,2,979.25
74,0,51,107.11,2,2,5538.86
47,1,42,132.78,0,2,5643.23
48,0,18,107.16,0,0,1909.28
30,0,69,12.17,2,0,820.91
23,0,54,110.69,2,2,6058.76
52,0,45,77.53,1,1,3464.19
59,1,34,124.93,2,3,4254.98
47,0,67,128.25,1,0,8605.64
47,0,5,107.39,0,2,538.76
67,0,3,138.4,1,0,367.35
49,1,65,108.0,1,3,7015.06
20,1,11,61.05,0,1,698.5
66,0,40,62.6,2,0,2451.64
30,0,33,94.04,1,2,3048.08
64,0,38,11.51,1,0,428.04
24,0,39,110.96,1,3,4330.22
46,0,52,136.38,0,3,7059.79
71,1,36,34.67,0,1,1287.12
21,1,22,80.53,0,3,1782.43
39,1,22,47.46,0,3,1069.53
38,1,37,19.91,0,3,734.32
61,1,30,115.57,2,2,3430.21
39,1,38,36.34,2,2,1339.14
68,0,2,117.09,0,1,267.43
50,1,47,99.71,1,2,4698.49
40,1,10,112.79,2,3,1149.75
30,0,20,117.29,0,0,2367.15
34,1,3,41.06,0,3,162.83
60,1,21,84.02,0,3,1769.37
56,1,9,51.44,1,0,413.21
60,2,17,30.54,0,1,484.68
49,0,47,134.24,0,0,6228.88
76,1,27,72.35,1,3,1935.65
53,1,68,93.85,1,1,6361.51
29,0,35,86.34,0,0,3067.18
68,1,40,22.38,2,2,863.82
53,1,12,23.92,2,3,334.47
21,1,46,10.77,1,0,539.07
55,1,47,134.83,1,3,6305.45
80,0,17,69.38,2,2,1114.23
53,1,65,85.94,0,3,5541.27
23,0,44,54.11,1,2,2325.8
50,1,32,49.43,0,0,1582.61
21,1,65,22.57,1,2,1498.38
55,0,25,138.48,0,2,3403.16
73,1,3,37.29,0,1,100.09
67,0,43,128.73,0,0,5537.07
49,0,46,38.13,0,0,1697.38
54,0,72,128.15,0,0,9146.02
25,1,65,106.22,0,2,6872.83
77,1,27,124.59,1,2,3361.23
64,2,70,65.43,2,2,4543.49
78,0,60,128.07,1,0,7597.69
43,1,39,115.59,2,3,4509.5
29,1,41,75.49,0,2,3068.36
63,0,11,108.27,1,2,1190.08
29,1,22,97.27,2,3,2133.3
62,1,22,117.66,0,3,2638.62
44,1,61,119.88,0,0,7250.89
80,0,50,67.23,1,0,3315.87
31,1,47,136.0,0,0,6354.05
30,2,49,25.38,2,2,1207.9
59,1,55,139.76,0,3,7652.15
50,0,14,43.11,2,1,558.38
61,1,7,61.81,0,2,357.96
26,1,23,47.03,0,3,1100.03
19,1,42,137.3,2,3,5777.21
58,1,53,56.44,1,2,3101.1
80,2,9,71.32,0,0,562.29
71,0,43,96.44,1,0,4169.82
39,0,61,141.52,0,2,8581.75
79,1,65,97.89,1,2,6436.71
45,0,8,88.8,0,3,696.86
78,1,63,142.24,0,2,8928.79
60,1,15,134.74,2,3,2048.2
63,2,24,101.75,2,1,2384.77
38,1,47,78.77,0,0,3685.38
42,1,4,100.65,2,1,388.53
46,1,18,86.66,2,2,1602.54
40,1,11,47.28,0,0,495.62
60,1,5,90.05,0,0,448.46
38,1,39,46.26,0,3,1835.93
38,0,60,80.93,0,0,4858.39
49,1,2,98.13,0,1,209.47
55,1,11,55.7,1,0,637.98
46,0,67,145.11,1,2,9745.22
25,0,20,93.0,0,2,1782.96
35,1,65,38.3,0,3,2447.1
27,0,65,24.55,0,2,1545.33
58,1,23,109.75,1,3,2434.32
55,2,58,61.55,2,0,3613.24
39,0,1,125.82,0,2,80.43
65,0,21,91.31,1,2,1949.62
38,1,44,58.71,0,3,2609.5
30,0,5,76.43,2,0,366.98
56,1,7,12.13,2,3,171.56
20,1,2,84.95,2,2,189.95
52,0,11,70.66,0,2,689.57
26,1,25,145.98,0,2,3644.37
57,1,70,133.48,2,3,9349.11
64,0,70,48.99,0,3,3369.92
23,0,64,141.53,0,2,9087.93
67,1,34,75.41,0,0,2457.25
25,0,12,117.76,0,1,1406.14
27,1,49,56.15,0,2,2720.46
40,1,60,123.54,2,2,7378.38
24,1,68,62.23,0,0,4261.97
43,1,28,62.96,0,2,1784.12
62,0,70,130.67,1,2,9192.39
33,2,37,41.26,2,1,1517.29
51,1,21,62.49,1,1,1261.18
70,0,35,89.87,0,1,3195.72
67,0,41,146.89,0,2,6029.77
60,1,50,145.09,0,2,7229.63
38,0,31,63.31,0,3,2007.92
26,0,38,129.1,1,3,4842.62
77,1,37,142.98,0,3,5320.08
39,1,37,64.43,0,1,2496.94
62,1,9,97.78,2,3,852.58
